,Image Name,Prediction
435,WWNP-HQ_20190219_224025.wav at 11.021664999999999.png,1
436,WWNP-HQ_20190218_190818.wav at 3.665857.png,1
437,WWNP-HQ_20190219_221714.wav at 5.390723.png,2
438,WWNP-HQ_20190219_202455.wav at 2.1281630000000002.png,1
439,WWNP-HQ_20190219_224458.wav at 12.000514.png,2
440,WWNP-HQ_20190219_224122.wav at 2.08543.png,1
441,WWNP-HQ_20190219_223847.wav at 5.769439.png,2
442,WWNP-HQ_20190219_202455.wav at 3.098909.png,1
443,WWNP-HQ_20190218_201038.wav at 2.245636.png,2
444,WWNP-HQ_20190219_205659.wav at 3.5828800000000003.png,1
445,WWNP-HQ_20190219_191227.wav at 7.725674000000001.png,1
446,WWNP-HQ_20190219_202455.wav at 2.989731.png,2
447,WWNP-HQ_20190219_224025.wav at 8.214367999999999.png,2
448,WWNP-HQ_20190219_200634.wav at 5.359947.png,2
449,WWNP-HQ_20190219_191207.wav at 5.50017.png,0
450,WWNP-HQ_20190219_223411.wav at 6.740142.png,1
451,WWNP-HQ_20190219_192017.wav at 3.4844480000000004.png,1
452,WWNP-HQ_20190219_183612.wav at 4.766303.png,0
453,WWNP-HQ_20190218_201038.wav at 2.625143.png,2
454,WWNP-HQ_20190219_215847.wav at 5.02493.png,2
455,WWNP-HQ_20190219_202649.wav at 4.957807.png,2
456,WWNP-HQ_20190218_190625.wav at 2.6810110000000003.png,2
457,WWNP-HQ_20190219_212516.wav at 5.503556.png,0
458,WWNP-HQ_20190219_224458.wav at 9.899455999999999.png,2
459,WWNP-HQ_20190219_191227.wav at 1.519983.png,0
460,WWNP-HQ_20190219_183456.wav at 5.490211.png,2
461,WWNP-HQ_20190219_224458.wav at 10.012531.png,2
462,WWNP-HQ_20190219_203055.wav at 1.626894.png,2
463,WWNP-HQ_20190219_215847.wav at 6.271305.png,0
464,WWNP-HQ_20190219_215847.wav at 7.5335350000000005.png,2
465,WWNP-HQ_20190219_213743.wav at 1.300096.png,2
466,WWNP-HQ_20190219_191227.wav at 4.670723000000001.png,2
467,WWNP-HQ_20190219_200709.wav at 4.525563.png,2
468,WWNP-HQ_20190219_213743.wav at 5.5842.png,1
469,WWNP-HQ_20190218_204517.wav at 4.884222.png,1
470,WWNP-HQ_20190219_183728.wav at 4.786118.png,2
471,WWNP-HQ_20190219_184300.wav at 0.9777319999999999.png,1
472,WWNP-HQ_20190219_183456.wav at 9.086687.png,2
473,WWNP-HQ_20190219_215847.wav at 6.070615.png,2
474,WWNP-HQ_20190219_200709.wav at 5.100382.png,2
475,WWNP-HQ_20190219_222030.wav at 5.418564.png,2
476,WWNP-HQ_20190219_185242.wav at 2.8594049999999998.png,1
477,WWNP-HQ_20190219_215048.wav at 5.728855.png,2
478,WWNP-HQ_20190219_191319.wav at 7.659031.png,0
479,WWNP-HQ_20190218_201257.wav at 3.824335.png,1
480,WWNP-HQ_20190219_184510.wav at 4.355704.png,0
481,WWNP-HQ_20190219_183456.wav at 10.592921.png,2
482,WWNP-HQ_20190219_191227.wav at 4.5663849999999995.png,2
483,WWNP-HQ_20190219_183728.wav at 6.447225.png,2
484,WWNP-HQ_20190219_223120.wav at 11.402807000000001.png,1
485,WWNP-HQ_20190219_183612.wav at 2.637178.png,2
486,WWNP-HQ_20190219_184300.wav at 1.180182.png,1
487,WWNP-HQ_20190219_191408.wav at 3.8393550000000003.png,2
488,WWNP-HQ_20190219_190518.wav at 6.478041999999999.png,2
489,WWNP-HQ_20190218_222404.wav at 7.850797999999999.png,2
490,WWNP-HQ_20190219_200812.wav at 1.575488.png,1
491,WWNP-HQ_20190219_202623.wav at 1.514284.png,1
492,WWNP-HQ_20190219_213459.wav at 3.1901599999999997.png,2
493,WWNP-HQ_20190219_213743.wav at 1.925788.png,1
494,WWNP-HQ_20190219_183456.wav at 5.37102.png,2
495,WWNP-HQ_20190219_222030.wav at 5.5286800000000005.png,2
496,WWNP-HQ_20190219_183456.wav at 6.519606.png,2
497,WWNP-HQ_20190219_215048.wav at 6.837142999999999.png,2
498,WWNP-HQ_20190219_184300.wav at 3.564179.png,1
499,WWNP-HQ_20190219_224025.wav at 10.801197.png,1
500,WWNP-HQ_20190219_194130.wav at 10.578991.png,2
501,WWNP-HQ_20190219_223847.wav at 7.623517999999999.png,2
502,WWNP-HQ_20190219_183456.wav at 7.80588.png,0
503,WWNP-HQ_20190219_183612.wav at 4.564108999999999.png,0
504,WWNP-HQ_20190218_190818.wav at 4.132326.png,1
505,WWNP-HQ_20190218_190818.wav at 5.438262.png,1
506,WWNP-HQ_20190219_190644.wav at 2.115882.png,2
507,WWNP-HQ_20190219_202649.wav at 5.9711669999999994.png,1
508,WWNP-HQ_20190219_200709.wav at 3.827857.png,2
509,WWNP-HQ_20190219_221556.wav at 0.767368.png,2
510,WWNP-HQ_20190219_184647.wav at 5.186229.png,2
511,WWNP-HQ_20190219_184300.wav at 3.149587.png,1
512,WWNP-HQ_20190219_224458.wav at 11.795634.png,2
513,WWNP-HQ_20190219_223120.wav at 10.080597000000001.png,2
514,WWNP-HQ_20190219_212516.wav at 4.26941.png,0
515,WWNP-HQ_20190219_200709.wav at 5.532447.png,0
516,WWNP-HQ_20190219_215048.wav at 6.303656.png,2
517,WWNP-HQ_20190219_221556.wav at 1.210256.png,2
518,WWNP-HQ_20190219_191133.wav at 0.5722470000000001.png,1
519,WWNP-HQ_20190219_200726.wav at 3.727029.png,2
520,WWNP-HQ_20190219_194130.wav at 11.157126.png,2
521,WWNP-HQ_20190219_224025.wav at 7.599816000000001.png,2
522,WWNP-HQ_20190219_213743.wav at 2.620443.png,2
523,WWNP-HQ_20190219_191133.wav at 1.162915.png,2
524,WWNP-HQ_20190219_185133.wav at 1.095901.png,1
525,WWNP-HQ_20190218_204517.wav at 4.684985.png,1
526,WWNP-HQ_20190219_221556.wav at 0.6540199999999999.png,2
527,WWNP-HQ_20190219_183728.wav at 1.8677419999999998.png,2
528,WWNP-HQ_20190219_184700.wav at 5.398842.png,2
529,WWNP-HQ_20190218_221851.wav at 2.579964.png,0
530,WWNP-HQ_20190219_221545.wav at 2.873822.png,1
531,WWNP-HQ_20190219_213743.wav at 5.084934.png,1
532,WWNP-HQ_20190219_183612.wav at 2.5291.png,0
533,WWNP-HQ_20190219_200709.wav at 6.436354.png,2
534,WWNP-HQ_20190219_184300.wav at 0.582387.png,1
